,Charge,Chromatographic peak width (min),Highest Mean,Identifications,Isotope Distribution,Lowest Mean,Max Fold Change,Maximum Abundance,Minimum CV%,Neutral mass (Da),mz,rt
0.53_175.8645n,1,1.74253333333333,2,0,100 - 2.66,sss,3925.83550263187,33210.7994093741,2.04,175.864481987613,160.841581987613,31.81900000000002
0.53_181.8564n,1,1.35353333333333,2,0,100 - 2.24 - 0.00813,zero,inf,31464.9827842274,1.87,181.856443645288,162.838602525288,31.81900000000002
0.53_214.8285n,1,0.0791000000000001,calibration,0,100 - 2.06,zero,inf,2946.26580710921,9.46,214.828455893822,195.810614773822,31.81900000000002
0.53_216.8255n,1,0.0960166666666668,calibration,0,100 - 2.15,zero,inf,2511.60239084954,11.45,216.825453755298,197.807612635298,31.81900000000002
0.53_221.8519m/z,1,0.180583333333333,16,0,100 - 5.91,sss,inf,5185.77766477769,4.39,,221.851867989329,31.81900000000002
0.53_238.8727n,1,0.180583333333333,16,0,100 - 4.9 - 0.335,zero,197939.033463554,4842.4929217959,9.53,238.872676259349,219.854835139349,31.81900000000002
0.53_275.0319m/z,1,0.0791000000000001,1,0,100,zero,inf,5.78296247549196,1.01,,275.03189969117,31.81900000000002
0.53_343.9945m/z,1,0.0791000000000001,CRM,0,100 - 16.2,zero,inf,228.592550717557,35.45,,343.994537724074,31.81900000000002
0.53_346.7278m/z,1,0.163666666666667,0,0,100,solvent,inf,29.0159123761555,23.79,,346.727792269755,31.81900000000002
0.53_346.9797m/z,1,0.129833333333333,control,0,100,zero,inf,1.68740684366634,154.84,,346.979748332245,31.81900000000002
0.53_460.6475m/z,1,0.315883333333333,2,0,100,process blank,inf,516.52618558041,2.67,,460.647452301125,31.81900000000002
0.53_471.6568m/z,3,0.0452666666666667,0,0,100 - 2.73,zero,inf,7.01384893536467,8.44,,471.656822656671,31.81900000000002
0.53_473.6531m/z,1,0.1975,pQC,0,100 - 96.5 - 22.5 - 7.48,zero,inf,77.6875098826066,22.58,,473.653075641418,31.81900000000002
0.53_501.6423n,1,0.3497,2,0,100 - 2,process blank,inf,3427.76076854666,2.39,501.64229404916,500.63501761716,31.81900000000002
0.53_504.6291m/z,1,0.1975,2,0,100 - 0.628,solvent,inf,2762.6780343607,2.57,,504.629109969615,31.81900000000002
0.53_508.6239m/z,1,0.28205,2,0,100 - 1.79,process blank,inf,444.254330367903,2.88,,508.623863752008,31.81900000000002
0.53_510.6220m/z,3,0.0621833333333334,2,0,100 - 0.485,zero,inf,73.3147161210224,13.97,,510.621964986593,31.81900000000002
0.53_511.6190m/z,1,0.129833333333333,prostatitis,0,100,zero,inf,8.21458791683476,40.57,,511.618994994909,31.81900000000002
0.53_517.6549n,1,0.366616666666667,2,0,100 - 3.77,process blank,inf,5006.42063430472,1.37,517.654932531703,502.632032531703,31.81900000000002
0.53_560.5908m/z,1,0.3497,2,0,100 - 1.32,zero,inf,5009.48806798632,2.51,,560.590819017846,31.81900000000002
0.53_566.5824m/z,1,0.298966666666667,2,0,100 - 0.667,zero,inf,899.480447078342,3.2,,566.582372786919,31.81900000000002
0.53_568.5813m/z,1,0.2144,CRM,0,100 - 6.21,zero,inf,332.026291797505,6.02,,568.581317397187,31.81900000000002
0.53_576.6093n,1,0.180583333333333,postcirugia,0,100 - 11.8 - 4.35 - 4.2,zero,inf,130.043904671196,3.93,576.609279071506,597.558298374249,31.81900000000002
0.53_577.6108n,1,0.3497,2,0,100 - 2.23 - 0.376,zero,inf,7875.79690616866,1.88,577.610804258168,562.587904258168,31.81900000000002
0.53_580.5593m/z,1,0.28205,2,0,100,zero,inf,532.442933090382,2.3,,580.559299406033,31.81900000000002
0.53_589.5717m/z,1,0.2144,2,0,67.7 - 100 - 64.4 - 60.4 - 19.7 - 17.8 - 8.03 - 13.6,zero,inf,1556.42079022253,0.88,,589.571700805638,31.81900000000002
0.53_618.7855m/z,3,0.0452666666666667,sss,0,100 - 30.4,zero,inf,31.5751755488199,104.11,,618.785534305218,31.81900000000002
0.53_627.5468n,1,0.2144,2,0,100 - 76.8 - 66.4 - 23 - 12.9 - 7.77 - 11.2,zero,inf,3358.8116688369,2.44,627.546849185307,648.532152914409,31.81900000000002
0.53_635.5701n,1,0.298966666666667,2,0,100 - 27.4,zero,inf,4043.75260119336,2.31,635.57007679274,620.54717679274,31.81900000000002
0.53_637.5679n,1,0.298966666666667,2,0,100 - 19.5,zero,inf,4144.41646406778,1.28,637.567898769795,618.550057649795,31.81900000000002
0.53_643.5601n,1,0.28205,2,0,100 - 20.5,zero,inf,2525.6072116862,2.24,643.560063529073,678.506707177496,31.81900000000002
0.53_685.5052n,1,0.1975,2,0,100 - 69.5 - 76.9 - 44.2,zero,inf,1516.26315763892,4.07,685.505189276573,706.48973757294,31.81900000000002
0.53_695.5281n,1,0.28205,2,0,100 - 27.8,zero,inf,3223.47570245672,0.94,695.528138071046,676.510296951046,31.81900000000002
0.53_696.4828m/z,3,0.0791000000000001,2,0,100 - 1.28,zero,inf,253.52554068411,14.93,,696.48283402745,31.81900000000002
0.53_730.4989n,1,0.1975,CRM,0,100 - 97.7 - 64.6 - 43.2,zero,inf,966.176137710749,3.62,730.498922802367,765.447366879938,31.81900000000002
0.53_752.4433m/z,1,0.0791000000000001,calibration,0,100 - 22.8,zero,inf,162.196159799563,17.08,,752.443257127709,31.81900000000002
0.53_755.4835n,1,0.26515,CRM,0,100 - 32.5,zero,inf,1349.25671537722,3.63,755.48346562895,736.46562450895,31.81900000000002
0.53_757.4810n,1,0.298966666666667,CRM,0,100 - 15.6 - 4.97 - 3.88,zero,inf,4112.36155922989,2.21,757.481005791376,792.426091713902,31.81900000000002
0.53_763.4506m/z,3,0.0791000000000001,calibration,0,100 - 2.03,zero,inf,170.53692727374,5.13,,763.450599807421,31.81900000000002
0.53_771.4362m/z,3,0.0791000000000001,calibration,0,100 - 2.51,zero,inf,71.1933320977423,5.27,,771.436160078513,31.81900000000002
0.53_788.4555n,1,0.0791000000000001,calibration,0,69.6 - 100 - 46.7 - 50.8 - 26.3 - 32.7 - 18.3 - 39.3,zero,inf,1967.97857701763,2.27,788.45545873431,823.404875549953,31.81900000000002
0.53_800.4162m/z,1,0.248233333333333,CRM,0,100 - 18.4,zero,inf,1180.67416254269,3.13,,800.416190024308,31.81900000000002
0.53_817.4359n,1,0.2144,CRM,0,100 - 15.6 - 29.9,zero,inf,2449.61472472683,5.72,817.43585603434,802.417549226768,31.81900000000002
0.53_823.4249n,1,0.14675,CRM,0,100 - 70 - 24.5,zero,inf,772.905122816072,5.07,823.424852323535,778.473580420703,31.81900000000002
0.53_825.4303n,1,0.28205,2,0,100 - 17.8 - 10.7,zero,inf,2231.83995380642,3.33,825.430296127831,810.397461278983,31.81900000000002
0.53_827.4313n,1,0.28205,2,0,100 - 7.41 - 3.55,zero,inf,1864.93773657871,3.44,827.431282167519,808.401952323535,31.81900000000002
0.53_883.3702n,1,0.0960166666666666,calibration,0,100 - 56 - 59.1 - 22.6,zero,inf,1494.5766079891,4.09,883.370154975664,882.362878543664,31.81900000000002
0.53_885.4015n,1,0.0791000000000001,calibration,0,100 - 32.8,zero,inf,441.285069572984,6.83,885.401545746432,870.359879145881,31.81900000000002
0.53_886.9359m/z,1,0.112933333333333,ltrs,0,100,zero,inf,20.1426288619223,72.45,,886.935892536927,31.81900000000002
0.53_887.3559m/z,1,0.0452666666666667,calibration,0,71.9 - 100,zero,inf,244.44402284954,1.81,,887.355920960568,31.81900000000002
0.53_909.3688n,1,0.0791000000000001,calibration,0,100 - 70.3,zero,inf,746.907318768597,4.09,909.368785229214,908.350192692789,31.81900000000002
0.53_910.3466m/z,1,0.1975,ltrs,0,100 - 34.1,zero,inf,898.606045907696,3.95,,910.346575620527,31.81900000000002
0.53_912.3427m/z,1,0.1975,ltrs,0,100 - 28.1,zero,inf,842.168769157717,7.14,,912.342693946137,31.81900000000002
0.53_916.3349m/z,1,0.0791000000000001,calibration,0,100 - 49.6,zero,inf,318.50947163775,8.14,,916.334922118284,31.81900000000002
0.53_922.3429m/z,1,0.0621833333333334,calibration,0,100 - 91,zero,inf,308.208234176387,13.02,,922.342876003004,31.81900000000002
0.53_93.9222n,1,0.0960166666666668,2,0,100 - 12.4,zero,17135.371819257,110.87894951629,2.12,93.9221548732997,128.8915561733,31.81900000000002
0.53_95.9193n,1,0.0791000000000001,16,0,100 - 10.4 - 2.46 - 0.224,zero,69.6951615006334,224.836396265839,6.66,95.9193444345666,130.888745734567,31.81900000000002
0.53_962.9118n,1,0.248233333333333,ltrs,0,100,zero,inf,18.3702386247679,91.44,962.911827062861,917.914727062861,31.81900000000002
0.53_969.3091n,1,0.2144,ltrs,0,100 - 12.6,zero,inf,1809.14819457898,5.33,969.309115632996,968.301839200996,31.81900000000002
0.53_975.8635m/z,1,0.14675,calibration,0,100,zero,inf,8.46314486578548,106.89,,975.863515755699,31.81900000000002
0.53_989.3164n,1,0.2144,ltrs,0,100 - 30.8,zero,inf,1568.18307489897,7.17,989.316375855943,970.298534735943,31.81900000000002
0.53_991.3132n,1,0.1975,ltrs,0,100 - 14.2 - 21.5 - 14.9 - 18.5 - 14.9 - 18.2,zero,inf,1653.95444054731,3.14,991.313161043897,976.290261043897,31.81900000000002
0.53_992.8513m/z,1,0.2144,calibration,0,100,zero,inf,4.58518611228326,142.33,,992.851285833742,31.81900000000002
0.55_1002.3923m/z,2,0.180583333333333,ltrs,0,100 - 7.43,zero,inf,374.687796987348,7.47,,1002.39230327219,32.83300000000002
0.55_1003.3917m/z,2,0.1975,ltrs,0,100 - 9.22,zero,inf,305.352033696227,3.86,,1003.39168435884,32.83300000000002
0.55_1005.3856m/z,2,0.180583333333333,ltrs,0,100 - 19.1,zero,inf,302.769981281696,1.62,,1005.38556616244,32.83300000000002
0.55_1007.3867m/z,2,0.180583333333333,ltrs,0,100 - 19.4,zero,inf,282.882462689463,5.19,,1007.38666170357,32.83300000000002
0.55_1008.8844n,1,0.620316666666667,0,0,93.5 - 100 - 98.1,zero,inf,166.064090741813,16.58,1008.88442290408,1043.87723430133,32.83300000000002
0.55_1009.8840n,1,0.14675,ltrs,0,100 - 85.5,zero,inf,154.844138647322,18.74,1009.88404464494,1030.89720365432,32.83300000000002
0.55_1010.3399m/z,2,0.101483333333333,0,0,100 - 20.8,zero,inf,200.930687596563,18.63,,1010.33989830924,32.83300000000002
0.55_1012.9349n,1,0.163666666666667,0,0,67.2 - 100 - 82.1 - 40.1 - 40,zero,inf,210.625090247161,3.97,1012.93490302177,997.912003021772,32.83300000000002
0.55_1014.3869m/z,2,0.1975,ltrs,0,100 - 19,zero,inf,369.954253991275,4.92,,1014.38687383631,32.83300000000002
0.55_1015.3879m/z,2,0.1975,ltrs,0,100 - 22.3,zero,inf,260.186085712375,4.9,,1015.3878967174,32.83300000000002
0.55_1016.3940m/z,2,0.169133333333333,ltrs,0,100 - 16.8,zero,inf,383.627110461638,3.33,,1016.39395239723,32.83300000000002
0.55_1017.3939m/z,2,0.1975,ltrs,0,100 - 21.7,zero,inf,274.531895911399,7.71,,1017.3939311047,32.83300000000002
0.55_1018.3985m/z,2,0.169133333333333,ltrs,0,100 - 14.9,zero,inf,405.415505542523,7.84,,1018.39847558775,32.83300000000002
0.55_1019.3812m/z,2,0.1975,ltrs,0,100 - 18.8,zero,inf,283.352215112619,10.62,,1019.38124364706,32.83300000000002
0.55_1020.3959m/z,2,0.169133333333333,ltrs,0,100 - 13.3,zero,inf,348.796246500103,17.16,,1020.39585242458,32.83300000000002
0.55_1022.3701m/z,2,0.152233333333333,ltrs,0,100 - 11,zero,inf,347.210564746697,12.6,,1022.37009771725,32.83300000000002
0.55_1022.4173n,1,0.1975,ltrs,0,100 - 84.5 - 71,zero,inf,1404.04340838986,4.92,1022.4172695944,1043.37097470147,32.83300000000002
0.55_1023.3636m/z,2,0.180583333333333,ltrs,0,100 - 13.4,zero,inf,297.586796164297,15.7,,1023.36358863748,32.83300000000002
0.55_1025.3739m/z,2,0.135316666666667,0,0,100 - 14.8,zero,inf,176.454418115808,17.49,,1025.37388567049,32.83300000000002
0.55_1027.3651m/z,2,0.180583333333333,ltrs,0,100 - 16,zero,inf,316.435327075046,15.14,,1027.36514158775,32.83300000000002
0.55_1032.3505m/z,2,0.0791000000000001,ltrs,0,100 - 16.2,zero,inf,321.946074028368,6.16,,1032.35050116608,32.83300000000002
0.55_1033.3544m/z,2,0.163666666666667,ltrs,0,100 - 18.2,zero,inf,284.374518578621,8.44,,1033.35436187773,32.83300000000002
0.55_1034.3477m/z,2,0.163666666666667,ltrs,0,100 - 14.6,zero,inf,477.367462305879,2.78,,1034.34773124159,32.83300000000002
0.55_1035.8712m/z,1,0.14675,ltrs,0,100,zero,inf,46.715443322034,27.47,,1035.87118659848,32.83300000000002
0.55_1036.3535m/z,2,0.180583333333333,ltrs,0,100 - 16.7,zero,inf,446.354532030759,5.79,,1036.35351237343,32.83300000000002
0.55_1037.3564m/z,2,0.180583333333333,ltrs,0,100 - 19.2,zero,inf,318.865666714601,13.42,,1037.35642777225,32.83300000000002
0.55_1038.3690m/z,2,0.180583333333333,ltrs,0,100 - 18.1,zero,inf,486.677498263117,7.59,,1038.36898338493,32.83300000000002
0.55_1039.3588m/z,2,0.1975,ltrs,0,100 - 17.5,zero,inf,285.078492986122,14.51,,1039.35876589607,32.83300000000002
0.55_1040.4237m/z,2,0.0507333333333334,ltrs,0,100 - 20.5,zero,inf,189.028579197579,2.52,,1040.42366131283,32.83300000000002
0.55_1041.3392m/z,1,0.0791000000000001,ltrs,0,100,zero,inf,186.351865815369,13.16,,1041.33915841614,32.83300000000002
0.55_1041.8817m/z,1,0.163666666666667,ltrs,0,100,zero,inf,46.5806564002333,21.28,,1041.88166134339,32.83300000000002
0.55_1042.4219m/z,2,0.0507333333333334,ltrs,0,100 - 21,zero,inf,240.096999570423,5.84,,1042.42186029386,32.83300000000002
0.55_1046.3568m/z,2,0.101483333333333,0,0,100 - 23.8,zero,inf,246.698541361672,7.5,,1046.35675376776,32.83300000000002
0.55_1047.3864m/z,2,0.135316666666667,0,0,100 - 18.2,zero,inf,203.926764795401,16.05,,1047.3864015746,32.83300000000002
0.55_1048.3345m/z,2,0.1184,0,0,100 - 24.6,zero,inf,257.557144999002,18.93,,1048.33450130936,32.83300000000002
0.55_1049.3720m/z,2,0.1975,ltrs,0,100 - 18.6,zero,inf,331.316869159935,8.52,,1049.37202210477,32.83300000000002
0.55_1053.3500m/z,1,0.180583333333333,ltrs,0,70.9 - 100 - 60.4 - 70.5 - 65 - 70 - 71.1 - 70.6 - 73.8 - 69.9 - 72.8,zero,inf,2491.54473959417,11.94,,1053.3500304975,32.83300000000002
0.55_1064.3500m/z,2,0.135316666666667,ltrs,0,100 - 23.8,zero,inf,306.273592784165,14.12,,1064.35000523527,32.83300000000002
0.55_1065.3590m/z,2,0.1975,ltrs,0,100 - 16.7,zero,inf,328.612296153778,7.68,,1065.35901856528,32.83300000000002
0.55_1066.8932m/z,2,0.152216666666667,ltrs,0,30.1 - 100 - 21.2,zero,inf,347.621640674829,8.26,,1066.89324910696,32.83300000000002
0.55_1068.8961m/z,2,0.135316666666667,ltrs,0,35.8 - 100 - 29.8,zero,inf,288.35275738981,19.01,,1068.89607865426,32.83300000000002
0.55_1069.3319n,1,0.1975,ltrs,0,100 - 78.3 - 60.5 - 39 - 57.7 - 38.9 - 46.6 - 32.3,zero,inf,2937.71062507234,3.94,1069.33191545286,1090.33056604213,32.83300000000002
0.55_1071.9011n,1,0.1975,ltrs,0,100 - 43.4,zero,inf,583.746664234461,6.51,1071.90114863863,1070.89387220663,32.83300000000002
0.55_1072.3535m/z,2,0.135316666666667,ltrs,0,100 - 30.9,zero,inf,290.058186198638,11.22,,1072.35354114406,32.83300000000002
0.55_1073.3620m/z,2,0.1975,ltrs,0,100 - 25.8,zero,inf,301.497453941464,6.78,,1073.36195780831,32.83300000000002
0.55_1073.9162n,1,0.231316666666667,ltrs,0,100 - 32.8 - 20.4 - 15.5 - 20.8 - 15.9,zero,inf,851.695552639061,1.95,1073.91622420291,1058.89332420291,32.83300000000002
0.55_1074.3613m/z,2,0.152233333333333,ltrs,0,100 - 25.3,zero,inf,354.425229617543,10.04,,1074.36133852905,32.83300000000002
0.55_1075.3753m/z,2,0.152233333333333,0,0,100 - 29.5,zero,inf,201.750790156438,16.16,,1075.37533649793,32.83300000000002
0.55_1076.3656m/z,2,0.152233333333333,ltrs,0,100 - 21.6,zero,inf,386.513792717906,5.79,,1076.36560344985,32.83300000000002
0.55_1077.3711m/z,2,0.152233333333333,ltrs,0,100 - 28.6,zero,inf,212.592619835361,12.67,,1077.37109649545,32.83300000000002
0.55_1078.3541m/z,2,0.1975,ltrs,0,100 - 17.5,zero,inf,555.726375278502,8.28,,1078.35412142048,32.83300000000002
0.55_1079.3510m/z,2,0.180583333333333,ltrs,0,100 - 22,zero,inf,301.174912799334,8.23,,1079.35103904839,32.83300000000002
0.55_1085.3325n,1,0.163666666666667,ltrs,0,100 - 77.8 - 49.9 - 41 - 56.5,zero,inf,2028.5126153288,2.22,1085.33250501738,1144.30867370327,32.83300000000002
0.55_1088.8950m/z,1,0.163666666666667,ltrs,0,100 - 60.8,zero,inf,144.757038446332,12.47,,1088.89499559794,32.83300000000002
0.55_1090.8959m/z,1,0.180583333333333,ltrs,0,100 - 63.6,zero,inf,157.318024756768,5.6,,1090.89594506784,32.83300000000002
0.55_1092.8959m/z,3,0.0791000000000001,ltrs,0,58.9 - 100,zero,inf,160.322445546868,16.01,,1092.89586017867,32.83300000000002
0.55_1095.9170n,1,0.180583333333333,ltrs,0,100 - 53,zero,inf,392.198790281711,3.97,1095.9169614754,1080.8940614754,32.83300000000002
0.55_1098.3570m/z,2,0.180583333333333,ltrs,0,100 - 24.5,zero,inf,493.83974066802,3.48,,1098.35698828296,32.83300000000002
0.55_1099.3511m/z,2,0.152233333333333,0,0,100 - 23.4,zero,inf,203.173401688457,11.06,,1099.35110236351,32.83300000000002
0.55_1100.3580m/z,2,0.152216666666667,ltrs,0,100 - 24.6,zero,inf,437.842780751094,4.52,,1100.35804630724,32.83300000000002
0.55_1101.9156n,1,0.180583333333333,ltrs,0,100 - 31.8,zero,inf,185.370733741659,16.83,1101.91558290326,1082.89774178326,32.83300000000002
0.55_1102.3551m/z,2,0.1184,ltrs,0,100 - 28.6,zero,inf,285.397352262799,7.22,,1102.35509885555,32.83300000000002
0.55_1103.3485m/z,2,0.1975,ltrs,0,100 - 15.7,zero,inf,343.143505816981,12.72,,1103.34847319099,32.83300000000002
0.55_1104.3543m/z,1,0.152233333333333,ltrs,0,100,zero,inf,218.734643022002,24.77,,1104.3543457468,32.83300000000002
0.55_1105.3563m/z,2,0.152233333333333,ltrs,0,100 - 17.7,zero,inf,255.346735478953,17.33,,1105.35627659889,32.83300000000002
0.55_1107.3552m/z,2,0.135316666666667,ltrs,0,100 - 17.8,zero,inf,236.882856674986,10.84,,1107.35516442562,32.83300000000002
0.55_111.9452n,1,0.597933333333333,2,0,100,zero,inf,17232.9808701824,5.23,111.945150186723,92.9273090667234,32.83300000000002
0.55_1112.8902m/z,1,0.163666666666667,ltrs,0,100 - 53,zero,inf,168.978741371024,16.65,,1112.89024503053,32.83300000000002
0.55_1118.8970m/z,1,0.163666666666667,ltrs,0,100 - 59.4,zero,inf,126.083009113625,18.77,,1118.89699719687,32.83300000000002
0.55_1121.3069m/z,2,0.0791000000000001,ltrs,0,100 - 1.05,zero,inf,205.024983361015,12.2,,1121.30688239343,32.83300000000002
0.55_1121.9040n,1,0.0791000000000001,ltrs,0,100 - 27.7,zero,inf,117.94845331602,16.48,1121.90396363125,1120.89668719925,32.83300000000002
0.55_1125.3373n,1,0.1975,ltrs,0,100 - 68.7 - 83 - 60.7 - 73 - 37.6 - 46.9 - 37.9 - 45.1 - 38.4,zero,inf,3541.01691113528,10.7,1125.33732959003,1080.34022959003,32.83300000000002
0.55_1129.8943n,1,0.180583333333333,ltrs,0,100 - 53.8,zero,inf,412.841501482239,8.57,1129.89426703969,1084.89716703969,32.83300000000002
0.55_1131.3422n,1,0.1975,ltrs,0,100 - 29 - 26.6 - 28.5 - 26.7 - 28.8 - 26.6 - 28.3,zero,inf,2349.15266301401,12.73,1131.34222658501,1112.32438546501,32.83300000000002
0.55_1134.3208m/z,1,0.1975,ltrs,0,92 - 63.1 - 99.5 - 61.9 - 100 - 61.5 - 75 - 48.7 - 60.8 - 46.1,zero,inf,3193.06922491342,3.32,,1134.32079385359,32.83300000000002
0.55_1134.8837m/z,1,0.2144,ltrs,0,100 - 50.9,zero,inf,88.3976230935189,9.47,,1134.88374717316,32.83300000000002
0.55_1136.8802m/z,1,0.231316666666667,ltrs,0,100 - 46.4,zero,inf,129.1920582944,24.13,,1136.88022069457,32.83300000000002
0.55_1139.9144n,1,0.180583333333333,ltrs,0,100 - 52.5,zero,inf,320.192044413721,28.68,1139.9144105226,1124.8915105226,32.83300000000002
0.55_1141.8892n,1,0.180583333333333,ltrs,0,100 - 59.2,zero,inf,576.119654615971,12.88,1141.889176999,1096.892076999,32.83300000000002
0.55_1150.3020m/z,1,0.152216666666667,0,0,100,zero,inf,251.601148805465,10.79,,1150.30199020978,32.83300000000002
0.55_1160.3137m/z,1,0.135316666666667,0,0,100 - 83.6,zero,inf,314.220848538059,21.8,,1160.3137298703,32.83300000000002
0.55_1173.3277n,1,0.1975,ltrs,0,100 - 53.2 - 61 - 50.6 - 59.5 - 25.7,zero,inf,2190.24162490541,3.51,1173.32771756536,1172.29520212487,32.83300000000002
0.55_1177.3326n,1,0.152233333333333,ltrs,0,100 - 38.9 - 43.6 - 40 - 42.2 - 41.4,zero,inf,1237.11203574546,8.7,1177.33259224193,1162.3147397311,32.83300000000002
0.55_1190.2758m/z,2,0.1975,ltrs,0,100 - 2.97,zero,inf,329.234579760651,2.3,,1190.2757636438,32.83300000000002
0.55_1192.2636m/z,2,0.0791000000000001,ltrs,0,100 - 1.69,zero,inf,255.811392013997,12.68,,1192.26360351298,32.83300000000002
0.55_1196.2837m/z,2,0.180583333333333,ltrs,0,100 - 1.84,zero,inf,333.750435018913,5.15,,1196.28368436234,32.83300000000002
0.55_1198.2729m/z,2,0.163666666666667,ltrs,0,100 - 2.69,zero,inf,284.3786147454,10.66,,1198.27292153562,32.83300000000002
0.55_1367.1288n,2,0.14675,CRM,0,100 - 19.4,zero,inf,474.124126925027,3.13,1367.1287556301,682.603461555548,32.83300000000002
0.55_169.9040n,1,0.389,2,0,100 - 0.167,sss,inf,3366.74067484061,3.42,169.903983467461,150.886142347461,32.83300000000002
0.55_1714.8778n,2,0.1975,ltrs,0,100 - 14.1,zero,inf,720.786904147415,6.94,1714.87775459003,856.479502433636,32.83300000000002
0.55_1720.8651n,2,0.214416666666667,ltrs,0,100 - 19,zero,inf,627.611023971963,7.87,1720.86510454936,859.478573462786,32.83300000000002
0.55_212.0201m/z,1,0.248233333333333,2,0,100 - 5.35 - 4.28,zero,inf,305.849033170399,2.41,,212.020109875325,32.83300000000002
0.55_212.8389m/z,1,0.389,2,0,100,sss,inf,3063.71123278657,2.91,,212.838850798496,32.83300000000002
0.55_226.8160m/z,1,0.163666666666667,2,0,100,zero,inf,74.7133422807913,13.16,,226.816022991793,32.83300000000002
0.55_229.8596n,1,0.422816666666667,2,0,100,sss,inf,7162.87025620799,2.91,229.859617943305,210.841776823305,32.83300000000002
0.55_249.8227n,1,0.451183333333333,2,0,100,process blank,29804.8814334662,10623.8251795805,2.41,249.822743409566,270.797411229566,32.83300000000002
0.55_252.8288m/z,1,0.169133333333333,CRM,0,100,process blank,inf,98.097580025451,35.66,,252.828812220723,32.83300000000002
0.55_253.8170n,1,0.3328,2,0,100,sss,inf,619.107043635533,3.44,253.816963215485,274.791631035485,32.83300000000002
0.55_257.8754n,1,0.231316666666667,2,0,100 - 2.24,sss,inf,4323.50143673017,0.45,257.875424940062,292.844826240062,32.83300000000002
